Orden;Artículo;Descripción:;Descripción:;Dpto;Instalación;Oper;CBT;Última actividad;Fecha de creación
M006420;SE000034;MESA DE TERMINADOS CONV;Ecol 60 Gr 53 X 125,6 Cm;CONV;MT002;30;4;24/01/2024;19/01/2013
M006430;SE000033;CONVERTIDORA IV;Ecol 60 Gr 53 X 114,2 Cm;CONV;CN603;10;4;24/01/2024;17/01/2007
M006430;SE000033;MESA DE TERMINADOS CONV;Ecol 60 Gr 53 X 114,2 Cm;CONV;MT002;30;4;24/01/2024;19/01/2013
M006580;SE361864;PHP III - 1;Troq Natural 70 Gr 22,5 X 29;SOT;ST300;10;4;24/01/2024;18/10/2006
M006650;62797;ROBOSUM III;Rollo 80 X 60  Impreso;ROLL;RO408;10;P;24/01/2024;23/12/2019
M006650;62797;PREPRENSA FLEXO;Rollo 80 X 60  Impreso;PREP;PP002;20;C;24/01/2024;14/12/2012
M006790;57140;RA 800 I;Sc 23,4 X 10,5 Ofi Angto 75 Gr;SDC;SC200;10;P;24/01/2024;18/10/2006
M006900;6177;CONVERTIDORA V;Earth Pack Natural Ofset 295;CONV;CN605;10;P;24/01/2024;8/05/2019
M006900;6177;CALIBRACION PAPEL;Earth Pack Natural Ofset 295;CONV;CL001;20;P;24/01/2024;13/02/2007
M006900;6177;MESA DE TERMINADOS CONV;Earth Pack Natural Ofset 295;CONV;MT002;30;P;24/01/2024;19/01/2013
M006910;13038;CONVERTIDORA V;Propalcot  Sbs 320 Gr 60x90;CONV;CN605;10;P;24/01/2024;8/05/2019
M006910;13038;CALIBRACION PAPEL;Propalcot  Sbs 320 Gr 60x90;CONV;CL001;20;P;24/01/2024;13/02/2007
M006910;13038;MESA DE TERMINADOS CONV;Propalcot  Sbs 320 Gr 60x90;CONV;MT002;30;P;24/01/2024;19/01/2013
M007090;99027;MESA DE TERMINADOS;Vaso 9 Oz Frio Blanco Exp;EMPQ;MT001;10;P;24/01/2024;7/12/2006
M007090;99027;PALETIZADO ESTIBAS;Vaso 9 Oz Frio Blanco Exp;;PALET;20;C;24/01/2024;26/10/2018
M007110;40;CONVERTIDORA V;Bond Blanco A.b. 75gr 70 X 100;CONV;CN605;10;P;24/01/2024;8/05/2019
M007110;40;CALIBRACION PAPEL;Bond Blanco A.b. 75gr 70 X 100;CONV;CL001;20;P;24/01/2024;13/02/2007
M007110;40;MESA DE TERMINADOS CONV;Bond Blanco A.b. 75gr 70 X 100;CONV;MT002;30;P;24/01/2024;19/01/2013
M007190;63234;DIDDE GLASER II;Hoja 8 1/2 X 11 Fact Feb 2024;FORM;FC013;10;P;24/01/2024;14/12/2012
M007190;63234;PREPRENSA LITO;Hoja 8 1/2 X 11 Fact Feb 2024;PREP;PP001;20;C;24/01/2024;13/02/2007
M007200;61892;DIDDE GLASER II;Hj 8 1/2x11  Factura Azul;FORM;FC013;10;P;24/01/2024;14/12/2012
M007200;61892;PREPRENSA LITO;Hj 8 1/2x11  Factura Azul;PREP;PP001;20;C;24/01/2024;13/02/2007
M007210;61893;DIDDE GLASER II;Hj 8 1/2x11  Factura Verde;FORM;FC013;10;P;24/01/2024;14/12/2012
M007210;61893;PREPRENSA LITO;Hj 8 1/2x11  Factura Verde;PREP;PP001;20;C;24/01/2024;13/02/2007
M007530;556;CONVERTIDORA V;P/cote C1s Sbs 320 Gr 70 X100;CONV;CN605;10;P;24/01/2024;8/05/2019
M007530;556;CALIBRACION PAPEL;P/cote C1s Sbs 320 Gr 70 X100;CONV;CL001;20;P;24/01/2024;13/02/2007
M007530;556;MESA DE TERMINADOS CONV;P/cote C1s Sbs 320 Gr 70 X100;CONV;MT002;30;P;24/01/2024;19/01/2013
M007540;590;CONVERTIDORA V;P/cote C2s 200 Gr 70 X100;CONV;CN605;10;P;24/01/2024;8/05/2019
M007540;590;CALIBRACION PAPEL;P/cote C2s 200 Gr 70 X100;CONV;CL001;20;P;24/01/2024;13/02/2007
M007540;590;MESA DE TERMINADOS CONV;P/cote C2s 200 Gr 70 X100;CONV;MT002;30;P;24/01/2024;19/01/2013
M007660;SE000214;CONVERTIDORA IV;Envltra Nturl 85gr 125x157 Imp;CONV;CN603;10;4;24/01/2024;17/01/2007
M008510;SE8159950;TROQUELADORA DE VASOS;Bob Cartulina 225grs 9 Onzas;VASO;VAS01;10;4;24/01/2024;3/01/2023
M984570;99033;MESA DE TERMINADOS;Bol 1/6 30x17,5x43 Cj Krf 81g;EMPQ;MT001;10;P;24/01/2024;7/12/2006
M984570;99033;MESA DE TERMINADOS;Bol 1/6 30x17,5x43 Cj Krf 81g;EMPQ;MT001;20;P;24/01/2024;7/12/2006
M984570;99033;PALETIZADO ESTIBAS;Bol 1/6 30x17,5x43 Cj Krf 81g;;PALET;30;C;24/01/2024;26/10/2018
M984590;99032;MESA DE TERMINADOS;Bol S2 26,5x17,5x33 Cj Krf 81g;EMPQ;MT001;10;P;24/01/2024;7/12/2006
M984590;99032;MESA DE TERMINADOS;Bol S2 26,5x17,5x33 Cj Krf 81g;EMPQ;MT001;20;P;24/01/2024;7/12/2006
M984590;99032;PALETIZADO ESTIBAS;Bol S2 26,5x17,5x33 Cj Krf 81g;;PALET;30;C;24/01/2024;26/10/2018
M999520;SE7163094;IMPRESION  DE BOLSAS;Bob Earmj T 110 Gr 15*25*7;BOLS;BLS02;10;P;24/01/2024;12/10/2021
M999530;63094;ARMADORA DE BOLSAS;Bol 15*25*7 Ear Mantr Caj;BOLS;BLS01;10;P;24/01/2024;12/10/2021
M999530;63094;PREPRENSA FLEXO;Bol 15*25*7 Ear Mantr Caj;PREP;PP002;20;C;24/01/2024;14/12/2012
M999530;63094;ARMADORA DE BOLSAS;Bol 15*25*7 Ear Mantr Caj;BOLS;BLS01;30;P;24/01/2024;12/10/2021
M999530;63094;PREPRENSA FLEXO;Bol 15*25*7 Ear Mantr Caj;PREP;PP002;40;C;24/01/2024;14/12/2012
M000240;20;CONVERTIDORA V;Bond Blanco A.b. 60gr 70 X 100;CONV;CN605;10;P;25/01/2024;8/05/2019
M000240;20;CALIBRACION PAPEL;Bond Blanco A.b. 60gr 70 X 100;CONV;CL001;20;P;25/01/2024;13/02/2007
M000240;20;MESA DE TERMINADOS CONV;Bond Blanco A.b. 60gr 70 X 100;CONV;MT002;30;P;25/01/2024;19/01/2013
M003540;590;CONVERTIDORA V;P/cote C2s 200 Gr 70 X100;CONV;CN605;10;P;25/01/2024;8/05/2019
M003540;590;CALIBRACION PAPEL;P/cote C2s 200 Gr 70 X100;CONV;CL001;20;P;25/01/2024;13/02/2007
M003540;590;MESA DE TERMINADOS CONV;P/cote C2s 200 Gr 70 X100;CONV;MT002;30;P;25/01/2024;19/01/2013
M003890;60172;CLICK DIGITAL HOJAS;Tar 8.6 X 5.4cmbono Regalo C/b;TJTA;TA009;10;C;25/01/2024;27/03/2014
M003890;60172;IMPRESORA DIGITAL DE HOJAS;Tar 8.6 X 5.4cmbono Regalo C/b;TJTA;TA002;20;4;25/01/2024;24/07/2012
M003890;60172;COLECTORA DE LAMINAS;Tar 8.6 X 5.4cmbono Regalo C/b;TJTA;TA005;30;4;25/01/2024;24/07/2012
M003890;60172;LAMINADORA PVC;Tar 8.6 X 5.4cmbono Regalo C/b;TJTA;TA006;40;4;25/01/2024;24/07/2012
M003890;60172;TROQUELADORA LAMINAS PVC - CABIDA 3;Tar 8.6 X 5.4cmbono Regalo C/b;TJTA;TA007;50;4;25/01/2024;24/07/2012
M003890;60172;MESA DE TERMINADOS;Tar 8.6 X 5.4cmbono Regalo C/b;EMPQ;MT001;60;4;25/01/2024;7/12/2006
M003900;63224;CLICK DIGITAL HOJAS;Tar 8.6x5.4 Tarj Bono Rega C/b;TJTA;TA009;10;C;25/01/2024;27/03/2014
M003900;63224;IMPRESORA DIGITAL DE HOJAS;Tar 8.6x5.4 Tarj Bono Rega C/b;TJTA;TA002;20;4;25/01/2024;24/07/2012
M003900;63224;COLECTORA DE LAMINAS;Tar 8.6x5.4 Tarj Bono Rega C/b;TJTA;TA005;30;4;25/01/2024;24/07/2012
M003900;63224;LAMINADORA PVC;Tar 8.6x5.4 Tarj Bono Rega C/b;TJTA;TA006;40;4;25/01/2024;24/07/2012
M003900;63224;TROQUELADORA LAMINAS PVC - CABIDA 3;Tar 8.6x5.4 Tarj Bono Rega C/b;TJTA;TA007;50;4;25/01/2024;24/07/2012
M003900;63224;MESA DE TERMINADOS;Tar 8.6x5.4 Tarj Bono Rega C/b;EMPQ;MT001;60;4;25/01/2024;7/12/2006
M006670;63227;CLICK DIGITAL HOJAS;Tar 8.6x5.4 Operaciones S/b;TJTA;TA009;10;C;25/01/2024;27/03/2014
M006670;63227;IMPRESORA DIGITAL DE HOJAS;Tar 8.6x5.4 Operaciones S/b;TJTA;TA002;20;4;25/01/2024;24/07/2012
M006670;63227;COLECTORA DE LAMINAS;Tar 8.6x5.4 Operaciones S/b;TJTA;TA005;30;4;25/01/2024;24/07/2012
M006670;63227;LAMINADORA PVC;Tar 8.6x5.4 Operaciones S/b;TJTA;TA006;40;4;25/01/2024;24/07/2012
M006670;63227;TROQUELADORA LAMINAS PVC - CABIDA 3;Tar 8.6x5.4 Operaciones S/b;TJTA;TA007;50;4;25/01/2024;24/07/2012
M006670;63227;MESA DE TERMINADOS;Tar 8.6x5.4 Operaciones S/b;EMPQ;MT001;60;4;25/01/2024;7/12/2006
M006720;60705;AQUAFLEX 8C;Hj 9 1/2x3 1/7 Hjnotas Cc S100;LIBR;IF001;10;4;25/01/2024;1/10/2010
M006860;68194;CONVERTIDORA V;Pgreaseproof Nat C1s 315 Gr;CONV;CN605;10;P;25/01/2024;8/05/2019
M006860;68194;CALIBRACION PAPEL;Pgreaseproof Nat C1s 315 Gr;CONV;CL001;20;P;25/01/2024;13/02/2007
M006860;68194;MESA DE TERMINADOS CONV;Pgreaseproof Nat C1s 315 Gr;CONV;MT002;30;P;25/01/2024;19/01/2013
M007390;62118;MESA DE TERMINADOS LIBR;Fc 9 X 5 1/2 Cdt Sudameris;LIBR;MT003;10;4;25/01/2024;11/10/2016
M007390;62118;COLECTORA 550 III ( pertenece a valores;Fc 9 X 5 1/2 Cdt Sudameris;LIBR;FC156;20;C;25/01/2024;4/09/2012
M007390;62118;CLICK IMPRESION MATRIZ;Fc 9 X 5 1/2 Cdt Sudameris;LIBR;IV002;30;C;25/01/2024;24/05/2016
M007390;62118;CLICK IMPRESION MATRIZ;Fc 9 X 5 1/2 Cdt Sudameris;LIBR;IV002;40;4;25/01/2024;24/05/2016
M007400;SE6162118;AQUAFLEX 8C II;Bob Pma90 9 X 5 1/2 Cdtsudam;LIBR;IF003;10;4;25/01/2024;24/11/2014
M007400;SE6162118;COLECTORA 550 III ( pertenece a valores;Bob Pma90 9 X 5 1/2 Cdtsudam;LIBR;FC156;20;4;25/01/2024;4/09/2012
M007400;SE6162118;PREPRENSA FLEXO;Bob Pma90 9 X 5 1/2 Cdtsudam;PREP;PP002;30;C;25/01/2024;14/12/2012
M007400;SE6162118;HEATH 2C;Bob Pma90 9 X 5 1/2 Cdtsudam;LIBR;FC010;40;4;25/01/2024;18/10/2006
M007410;SE6262118;AQUAFLEX 8C II;Bob Self60 9 X 5 1/2 Cdt Sudam;LIBR;IF003;10;4;25/01/2024;24/11/2014
M007410;SE6262118;COLECTORA 550 III ( pertenece a valores;Bob Self60 9 X 5 1/2 Cdt Sudam;LIBR;FC156;20;4;25/01/2024;4/09/2012
M001560;SE7163186;IMPRESION  DE BOLSAS;Bob Earth T 110 Gr 30*17,5 *43;BOLS;BLS02;10;P;26/01/2024;12/10/2021
M001570;63186;ARMADORA DE BOLSAS;Bolsa Fc30*17,5 *43 Earth Caj;BOLS;BLS01;10;P;26/01/2024;12/10/2021
M001570;63186;PREPRENSA FLEXO;Bolsa Fc30*17,5 *43 Earth Caj;PREP;PP002;20;C;26/01/2024;14/12/2012
M002250;SE8159953;TROQUELADORA DE VASOS;Bob Cartulina 240 Grs 16 Onzas;VASO;VAS01;10;4;26/01/2024;3/01/2023
M002260;59953;ARMADORA  DE VASOS 1;Vaso 16 Oz Frio Blanco;VASO;VAS02;10;P;26/01/2024;3/01/2023
M002260;59953;TERCEROS;Vaso 16 Oz Frio Blanco;TERC;TR001;20;C;26/01/2024;22/05/2007
M002440;560;CONVERTIDORA VI ( SEIS );P/cote C2s 90 Gr 70 X100;CONV;CN606;10;P;27/01/2024;7/03/2023
M002440;560;CALIBRACION PAPEL;P/cote C2s 90 Gr 70 X100;CONV;CL001;20;P;27/01/2024;13/02/2007
M002440;560;MESA DE TERMINADOS CONV;P/cote C2s 90 Gr 70 X100;CONV;MT002;30;P;27/01/2024;19/01/2013
M002840;560;CONVERTIDORA VI ( SEIS );P/cote C2s 90 Gr 70 X100;CONV;CN606;10;P;27/01/2024;7/03/2023
M002840;560;CALIBRACION PAPEL;P/cote C2s 90 Gr 70 X100;CONV;CL001;20;P;27/01/2024;13/02/2007
M002840;560;MESA DE TERMINADOS CONV;P/cote C2s 90 Gr 70 X100;CONV;MT002;30;P;27/01/2024;19/01/2013
M002850;560;CONVERTIDORA VI ( SEIS );P/cote C2s 90 Gr 70 X100;CONV;CN606;10;P;27/01/2024;7/03/2023
M002850;560;CALIBRACION PAPEL;P/cote C2s 90 Gr 70 X100;CONV;CL001;20;P;27/01/2024;13/02/2007
M002850;560;MESA DE TERMINADOS CONV;P/cote C2s 90 Gr 70 X100;CONV;MT002;30;P;27/01/2024;19/01/2013
M003450;20;CONVERTIDORA V;Bond Blanco A.b. 60gr 70 X 100;CONV;CN605;10;P;27/01/2024;8/05/2019
M003450;20;GUILLOTINA DE CONVERSION;Bond Blanco A.b. 60gr 70 X 100;CONV;GL652;20;P;27/01/2024;28/06/2007
M003450;20;MESA DE TERMINADOS CONV;Bond Blanco A.b. 60gr 70 X 100;CONV;MT002;30;P;27/01/2024;19/01/2013
M004650;12873;CONVERTIDORA V;Propalcote C2s 200 Gr 60 X 90;CONV;CN605;10;P;27/01/2024;8/05/2019
M004650;12873;GUILLOTINA DE CONVERSION;Propalcote C2s 200 Gr 60 X 90;CONV;GL652;20;P;27/01/2024;28/06/2007
M004650;12873;MESA DE TERMINADOS CONV;Propalcote C2s 200 Gr 60 X 90;CONV;MT002;30;P;27/01/2024;19/01/2013
M005050;590;CONVERTIDORA V;P/cote C2s 200 Gr 70 X100;CONV;CN605;10;P;27/01/2024;8/05/2019
M005050;590;GUILLOTINA DE CONVERSION;P/cote C2s 200 Gr 70 X100;CONV;GL652;20;P;27/01/2024;28/06/2007
M005050;590;MESA DE TERMINADOS CONV;P/cote C2s 200 Gr 70 X100;CONV;MT002;30;P;27/01/2024;19/01/2013
M005060;12963;CONVERTIDORA V;Propalcot C2s 240 Gr 60 X90 Cm;CONV;CN605;10;P;27/01/2024;8/05/2019
M005060;12963;MESA DE TERMINADOS CONV;Propalcot C2s 240 Gr 60 X90 Cm;CONV;MT002;20;P;27/01/2024;19/01/2013
M005060;12963;MESA DE TERMINADOS CONV;Propalcot C2s 240 Gr 60 X90 Cm;CONV;MT002;30;P;27/01/2024;19/01/2013
M005110;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;27/01/2024;17/01/2007
M005110;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;27/01/2024;13/02/2007
M005110;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;27/01/2024;19/01/2013
M007750;590;CONVERTIDORA V;P/cote C2s 200 Gr 70 X100;CONV;CN605;10;P;27/01/2024;8/05/2019
M007750;590;CALIBRACION PAPEL;P/cote C2s 200 Gr 70 X100;CONV;CL001;20;P;27/01/2024;13/02/2007
M007750;590;MESA DE TERMINADOS CONV;P/cote C2s 200 Gr 70 X100;CONV;MT002;30;P;27/01/2024;19/01/2013
M007760;10081;CONVERTIDORA V;Bond Blanco 60gr 70 X 94;CONV;CN605;10;P;27/01/2024;8/05/2019
M007760;10081;GUILLOTINA DE CONVERSION;Bond Blanco 60gr 70 X 94;CONV;GL652;20;P;27/01/2024;28/06/2007
M007760;10081;MESA DE TERMINADOS CONV;Bond Blanco 60gr 70 X 94;CONV;MT002;30;P;27/01/2024;19/01/2013
M007770;10081;CONVERTIDORA V;Bond Blanco 60gr 70 X 94;CONV;CN605;10;P;27/01/2024;8/05/2019
M007770;10081;GUILLOTINA DE CONVERSION;Bond Blanco 60gr 70 X 94;CONV;GL652;20;P;27/01/2024;28/06/2007
M007770;10081;MESA DE TERMINADOS CONV;Bond Blanco 60gr 70 X 94;CONV;MT002;30;P;27/01/2024;19/01/2013
M008290;99763;CONVERTIDORA V;Bristol Bco 150 Gr 70x66,5 Cm;CONV;CN605;10;P;27/01/2024;8/05/2019
M008290;99763;CALIBRACION PAPEL;Bristol Bco 150 Gr 70x66,5 Cm;CONV;CL001;20;P;27/01/2024;13/02/2007
M008290;99763;MESA DE TERMINADOS CONV;Bristol Bco 150 Gr 70x66,5 Cm;CONV;MT002;30;P;27/01/2024;19/01/2013
M000180;570;CONVERTIDORA VI ( SEIS );P/cote C2s 115 Gr 70x100;CONV;CN606;10;P;29/01/2024;7/03/2023
M000180;570;CALIBRACION PAPEL;P/cote C2s 115 Gr 70x100;CONV;CL001;20;P;29/01/2024;13/02/2007
M000180;570;MESA DE TERMINADOS CONV;P/cote C2s 115 Gr 70x100;CONV;MT002;30;P;29/01/2024;19/01/2013
M001140;63160;ARMADORA DE BOLSAS;Bolsa Fc 23.5 *33*12  81g Caj;BOLS;BLS01;10;P;29/01/2024;12/10/2021
M002990;61528;CLICK IMPRESION MATRIZ;Fc 8 1/2 X 8 1/2 2p Cheque T2;LIBR;IV002;10;C;29/01/2024;24/05/2016
M002990;61528;CLICK IMPRESION LASER;Fc 8 1/2 X 8 1/2 2p Cheque T2;LIBR;IV001;20;C;29/01/2024;24/05/2016
M002990;61528;CLICK IMPRESION LASER;Fc 8 1/2 X 8 1/2 2p Cheque T2;LIBR;IV001;30;4;29/01/2024;24/05/2016
M002990;61528;IMPRESION KERNING;Fc 8 1/2 X 8 1/2 2p Cheque T2;LIBR;IV003;40;4;29/01/2024;24/05/2016
M002990;61528;CLICK IMPRESION MATRIZ;Fc 8 1/2 X 8 1/2 2p Cheque T2;LIBR;IV002;50;4;29/01/2024;24/05/2016
M002990;61528;COLECTORA 550 III ( pertenece a valores;Fc 8 1/2 X 8 1/2 2p Cheque T2;LIBR;FC156;60;4;29/01/2024;4/09/2012
M002990;61528;MESA DE TERMINADOS LIBR;Fc 8 1/2 X 8 1/2 2p Cheque T2;LIBR;MT003;70;4;29/01/2024;11/10/2016
M002990;61528;HEATH 2C;Fc 8 1/2 X 8 1/2 2p Cheque T2;LIBR;FC010;80;4;29/01/2024;18/10/2006
M003520;394;CONVERTIDORA V;Bristol Bco 150 Gr 70 X100;CONV;CN605;10;P;29/01/2024;8/05/2019
M003520;394;CALIBRACION PAPEL;Bristol Bco 150 Gr 70 X100;CONV;CL001;20;P;29/01/2024;13/02/2007
M003520;394;MESA DE TERMINADOS CONV;Bristol Bco 150 Gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M003560;10063;CONVERTIDORA IV;Bond Blanco A.b. 60gr 87 X 57;CONV;CN603;10;P;29/01/2024;17/01/2007
M003560;10063;GUILLOTINA DE CONVERSION;Bond Blanco A.b. 60gr 87 X 57;CONV;GL652;20;P;29/01/2024;28/06/2007
M003560;10063;MESA DE TERMINADOS CONV;Bond Blanco A.b. 60gr 87 X 57;CONV;MT002;30;P;29/01/2024;19/01/2013
M004130;59572;ROBOSUM;Ro 80 X 60 T/mico 48 Gr S/bpa;ROLL;RO403;10;P;29/01/2024;24/05/2010
M004150;59572;ROBOSUM;Ro 80 X 60 T/mico 48 Gr S/bpa;ROLL;RO403;10;P;29/01/2024;24/05/2010
M004160;59572;ROBOSUM;Ro 80 X 60 T/mico 48 Gr S/bpa;ROLL;RO403;10;P;29/01/2024;24/05/2010
M004250;59572;ROBOSUM II;Ro 80 X 60 T/mico 48 Gr S/bpa;ROLL;RO406;10;P;29/01/2024;2/01/2015
M004630;394;CONVERTIDORA V;Bristol Bco 150 Gr 70 X100;CONV;CN605;10;P;29/01/2024;8/05/2019
M004630;394;CALIBRACION PAPEL;Bristol Bco 150 Gr 70 X100;CONV;CL001;20;P;29/01/2024;13/02/2007
M004630;394;MESA DE TERMINADOS CONV;Bristol Bco 150 Gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M005040;590;CONVERTIDORA V;P/cote C2s 200 Gr 70 X100;CONV;CN605;10;P;29/01/2024;8/05/2019
M005040;590;GUILLOTINA DE CONVERSION;P/cote C2s 200 Gr 70 X100;CONV;GL652;20;P;29/01/2024;28/06/2007
M005040;590;MESA DE TERMINADOS CONV;P/cote C2s 200 Gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M005070;12753;CONVERTIDORA V;P/cote C2s 150 Gr 60 X90;CONV;CN605;10;P;29/01/2024;8/05/2019
M005070;12753;MESA DE TERMINADOS CONV;P/cote C2s 150 Gr 60 X90;CONV;MT002;20;P;29/01/2024;19/01/2013
M005070;12753;MESA DE TERMINADOS CONV;P/cote C2s 150 Gr 60 X90;CONV;MT002;30;P;29/01/2024;19/01/2013
M005090;550;CONVERTIDORA V;P/cote C1s Sbs 280 Gr 70 X100;CONV;CN605;10;P;29/01/2024;8/05/2019
M005090;550;MESA DE TERMINADOS CONV;P/cote C1s Sbs 280 Gr 70 X100;CONV;MT002;20;P;29/01/2024;19/01/2013
M005090;550;MESA DE TERMINADOS CONV;P/cote C1s Sbs 280 Gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M005100;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;29/01/2024;17/01/2007
M005100;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;29/01/2024;13/02/2007
M005100;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M005120;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;29/01/2024;17/01/2007
M005120;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;29/01/2024;13/02/2007
M005120;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M006850;13036;CONVERTIDORA V;Propalcot C1s Sbs 280 Gr 60x90;CONV;CN605;10;P;29/01/2024;8/05/2019
M006850;13036;CALIBRACION PAPEL;Propalcot C1s Sbs 280 Gr 60x90;CONV;CL001;20;P;29/01/2024;13/02/2007
M006850;13036;MESA DE TERMINADOS CONV;Propalcot C1s Sbs 280 Gr 60x90;CONV;MT002;30;P;29/01/2024;19/01/2013
M006870;68196;CONVERTIDORA V;Pgreaseproof S.b.s 340 Gr;CONV;CN605;10;P;29/01/2024;8/05/2019
M006870;68196;CALIBRACION PAPEL;Pgreaseproof S.b.s 340 Gr;CONV;CL001;20;P;29/01/2024;13/02/2007
M006870;68196;MESA DE TERMINADOS CONV;Pgreaseproof S.b.s 340 Gr;CONV;MT002;30;P;29/01/2024;19/01/2013
M006880;13985;CONVERTIDORA V;Bond Blanco  90 Gr  60 X 90;CONV;CN605;10;P;29/01/2024;8/05/2019
M006880;13985;GUILLOTINA DE CONVERSION;Bond Blanco  90 Gr  60 X 90;CONV;GL652;20;P;29/01/2024;28/06/2007
M006880;13985;MESA DE TERMINADOS CONV;Bond Blanco  90 Gr  60 X 90;CONV;MT002;30;P;29/01/2024;19/01/2013
M006890;580;CONVERTIDORA V;Esmaltado C2s 150 Gr 70 X100;CONV;CN605;10;P;29/01/2024;8/05/2019
M006890;580;CALIBRACION PAPEL;Esmaltado C2s 150 Gr 70 X100;CONV;CL001;20;P;29/01/2024;13/02/2007
M006890;580;MESA DE TERMINADOS CONV;Esmaltado C2s 150 Gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M007120;40;CONVERTIDORA V;Bond Blanco A.b. 75gr 70 X 100;CONV;CN605;10;P;29/01/2024;8/05/2019
M007120;40;GUILLOTINA DE CONVERSION;Bond Blanco A.b. 75gr 70 X 100;CONV;GL652;20;P;29/01/2024;28/06/2007
M007120;40;MESA DE TERMINADOS CONV;Bond Blanco A.b. 75gr 70 X 100;CONV;MT002;30;P;29/01/2024;19/01/2013
M007130;40;CONVERTIDORA V;Bond Blanco A.b. 75gr 70 X 100;CONV;CN605;10;P;29/01/2024;8/05/2019
M007130;40;GUILLOTINA DE CONVERSION;Bond Blanco A.b. 75gr 70 X 100;CONV;GL652;20;P;29/01/2024;28/06/2007
M007130;40;MESA DE TERMINADOS CONV;Bond Blanco A.b. 75gr 70 X 100;CONV;MT002;30;P;29/01/2024;19/01/2013
M007440;570;CONVERTIDORA IV;P/cote C2s 115 Gr 70x100;CONV;CN603;10;P;29/01/2024;17/01/2007
M007440;570;GUILLOTINA DE CONVERSION;P/cote C2s 115 Gr 70x100;CONV;GL652;20;P;29/01/2024;28/06/2007
M007440;570;MESA DE TERMINADOS CONV;P/cote C2s 115 Gr 70x100;CONV;MT002;30;P;29/01/2024;19/01/2013
M007460;570;CONVERTIDORA IV;P/cote C2s 115 Gr 70x100;CONV;CN603;10;P;29/01/2024;17/01/2007
M007460;570;GUILLOTINA DE CONVERSION;P/cote C2s 115 Gr 70x100;CONV;GL652;20;P;29/01/2024;28/06/2007
M007460;570;MESA DE TERMINADOS CONV;P/cote C2s 115 Gr 70x100;CONV;MT002;30;P;29/01/2024;19/01/2013
M007470;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;29/01/2024;17/01/2007
M007470;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;29/01/2024;13/02/2007
M007470;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M007490;1000;CONVERTIDORA IV;Papel Periodico 48,8gr 70 X100;CONV;CN603;10;P;29/01/2024;17/01/2007
M007490;1000;CALIBRACION PAPEL;Papel Periodico 48,8gr 70 X100;CONV;CL001;20;P;29/01/2024;13/02/2007
M007490;1000;MESA DE TERMINADOS CONV;Papel Periodico 48,8gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M007550;590;CONVERTIDORA V;P/cote C2s 200 Gr 70 X100;CONV;CN605;10;P;29/01/2024;8/05/2019
M007550;590;CALIBRACION PAPEL;P/cote C2s 200 Gr 70 X100;CONV;CL001;20;P;29/01/2024;13/02/2007
M007550;590;MESA DE TERMINADOS CONV;P/cote C2s 200 Gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M007650;SE000208;CONVERTIDORA IV;Envoltura Kraft 85gr 125x157;CONV;CN603;10;4;29/01/2024;17/01/2007
M007670;560;CONVERTIDORA V;P/cote C2s 90 Gr 70 X100;CONV;CN605;10;P;29/01/2024;8/05/2019
M007670;560;CALIBRACION PAPEL;P/cote C2s 90 Gr 70 X100;CONV;CL001;20;P;29/01/2024;13/02/2007
M007670;560;MESA DE TERMINADOS CONV;P/cote C2s 90 Gr 70 X100;CONV;MT002;30;P;29/01/2024;19/01/2013
M007700;12753;CONVERTIDORA V;P/cote C2s 150 Gr 60 X90;CONV;CN605;10;P;29/01/2024;8/05/2019
M007700;12753;CALIBRACION PAPEL;P/cote C2s 150 Gr 60 X90;CONV;CL001;20;P;29/01/2024;13/02/2007
M007700;12753;MESA DE TERMINADOS CONV;P/cote C2s 150 Gr 60 X90;CONV;MT002;30;P;29/01/2024;19/01/2013
