Artículo;Descripción:;U/M almacenamiento;Peso unitario;U/M de peso;Gramaje;Ancho;Altura;UM dimensional;Área M2;Fecha de creación
SE675228;BOB ETIQUETA 102 x 306;M;1;KG;130;10,2;30600;CM;0;3/07/2015
SE675243;BOB ETIQUETA 70 X 133;M;1;KG;130;7;13300;CM;0;4/07/2015
SE675245;BOB ETIQUETA 70 X 133;M;1;KG;130;7;13300;CM;0;4/07/2015
SE675246;BOB ETIQUETA 70 X 133;M;1;KG;130;7;13300;CM;0;4/07/2015
SE2182777;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;6/07/2015
SE2182778;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;6/07/2015
SE382777;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;6/07/2015
SE382778;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;6/07/2015
SE5188704;BOB BOND 60g 10 5/8 x 11 2P;UN;4,522;GR;60;10,625;11;IN;0,075;6/07/2015
SE675244;BOB ETIQUETA 70 X 133;M;1;KG;130;7;13300;CM;0;6/07/2015
SE675247;BOB ETIQUETA 70 X 133;M;1;KG;130;7;13300;CM;0;6/07/2015
SE2182779;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;8/07/2015
SE382779;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;8/07/2015
SE675249;BOB ETIQUETA 48 X 30,3;M;1;KG;130;4,8;3030;CM;0;10/07/2015
SE675256;BOB ETIQUETA 128X163 BOMBONERA;M;1;KG;145;12,8;16300;CM;0;10/07/2015
SE675257;BOB ETIQUETA 128X163 BOMBONERA;M;1;KG;145;12,8;16300;CM;0;10/07/2015
SE675258;BOB ETIQUETA 65 X 33;M;1;KG;130;6,5;3300;CM;0;10/07/2015
SE5181575;BOB QUIM 55 GR 76X30 IMP 1:0;KG;1;KG;55;7,6;3000;CM;17,699;14/07/2015
SE2182780;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;22/07/2015
SE382780;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;22/07/2015
SE675274;BOB ETIQUETA 128X163 BOMBONERA;M;1;KG;145;12,8;16300;CM;0;22/07/2015
SE5188705;BOB BOND 60 gr 7 1/3 X 4 1/4;UN;1,206;GR;60;7,33;4,25;IN;0,02;23/07/2015
SE2183025;OFFS 75 gr 83 X 50,3 IMP 2:0;UN;31,312;GR;75;83;50,3;CM;0,417;24/07/2015
SE383025;TROQ OFFS 75 gr 23,4 X 10,5 cm;UN;2,913;GR;75;23,4;10,5;CM;0,039;24/07/2015
SE5188672;BOB FORM 60 GR 6 7/8 X 3 1/7;UN;0,84;GR;60;6,875;3,142;IN;0,014;24/07/2015
SE5188673;BOB QUIM 54,5 gr 6 3/4 X 3 1/7;UN;0,763;GR;54,5;6,75;3,14;IN;0,014;24/07/2015
SE2182781;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;25/07/2015
SE2182782;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;25/07/2015
SE2182783;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;25/07/2015
SE2182784;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;25/07/2015
SE382781;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;25/07/2015
SE382782;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;25/07/2015
SE382783;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;25/07/2015
SE382784;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;25/07/2015
SE5188706;BOB QUIM 54,5 9 1/2 X 5 1/2 3P;UN;1,82;GR;54,5;9,5;5,5;IN;0,034;27/07/2015
SE2182785;OFFS 75 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;75;59,2;98;CM;0,58;29/07/2015
SE382785;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;29/07/2015
SE5188707;BOB BOND 60gr 9 1/2 X 7 1/3;UN;2,7;GR;60;9,5;7,33;IN;0,045;29/07/2015
SE675310;BOB ETIQUETA 65 x 103;M;1;KG;145;6,5;10300;CM;0;6/08/2015
SE675311;BOB ETIQUETA 56 x 79;M;1;KG;145;5,6;7900;CM;0;6/08/2015
SE675312;BOB ETIQUETA 43 x 61;M;1;KG;145;4,3;6100;CM;0;6/08/2015
SE5188708;BOB BOND 60gr 6 1/2x5 1/2 IMP;UN;1,384;GR;60;6,5;5,5;IN;0,023;8/08/2015
SE2182786;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;12/08/2015
SE382786;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;12/08/2015
SE5188709;BOB BOND 60gr 6 1/2x5 1/2 IMP;UN;1,384;GR;60;6,5;5,5;IN;0,023;12/08/2015
SE5188710;BOB BOND 60gr 6 1/2x5 1/2 IMP;UN;1,384;GR;60;6,5;5,5;IN;0,023;12/08/2015
SE5188711;BOB BOND 60gr 6 1/2x5 1/2 IMP;UN;1,384;GR;60;6,5;5,5;IN;0,023;12/08/2015
SE5188712;BOB BOND 60gr 6 1/2x5 1/2 IMP;UN;1,384;GR;60;6,5;5,5;IN;0,023;12/08/2015
SE5188713;BOB BOND 60gr 6 1/2x5 1/2 IMP;UN;1,384;GR;60;6,5;5,5;IN;0,023;12/08/2015
SE688608;BOB PAPEL 90 gr 5 3/4 X 3 2/3;UN;1,26;GR;90;5,75;3,66;IN;0,014;13/08/2015
SE688610;BOB PAPEL 90 gr 6 3/4 X 3 2/3;UN;1,26;GR;90;6,75;3,66;IN;0,014;13/08/2015
SE2182787;OFFS 75 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;75;59,2;98;CM;0,58;14/08/2015
SE2182788;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;75;59,2;98;CM;0,58;14/08/2015
SE382787;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;14/08/2015
SE382788;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;14/08/2015
SE675332;BOB ETIQ 45x215;M;1;KG;160;4,5;21500;CM;0;19/08/2015
SE5188714;BOB QUIM 54,5gr 11 x 8 1/2;UN;3,2;GR;54,5;11;8,5;IN;0,06;20/08/2015
SE2182790;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;75;59,2;98;CM;0,58;24/08/2015
SE2182791;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;75;59,2;98;CM;0,58;24/08/2015
SE2182792;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;75;59,2;98;CM;0,58;24/08/2015
SE382790;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;24/08/2015
SE382791;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;24/08/2015
SE382792;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;24/08/2015
SE675334;BOB ETIQUETA 100,5 x 44,16;M;1;KG;130;10,05;4416;CM;0;24/08/2015
SE2100004;PVC CAL 10 310 X 441mm BIODEGR;UN;49,762;GR;364;310;441;MM;0,137;26/08/2015
SE2182793;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;75;59,2;98;CM;0,58;26/08/2015
SE382793;TROQ OFFS 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;26/08/2015
SE5173028;BOB TERM 55 gr 79 X 60 IMP;KG;1;KG;55;7,9;6000;CM;18,18;26/08/2015
SE5173029;BOB TERM 55 gr 79 X 60 IMP;KG;1;KG;55;7,9;6000;CM;18,18;26/08/2015
SE5188715;BOB QUIM 54,5 GR 9 1/2 X 11 3P;UN;3,67;GR;54,5;9,5;11;IN;0,067;26/08/2015
SE675326;BOB ETIQUETA 61X59 STICKER EXT;M;1;KG;145;6,1;5900;CM;0;26/08/2015
SE5188717;BOB QUIM 54,5 GR 9 1/2 X 11 4P;UN;3,67;GR;54,5;9,5;11;IN;0,067;28/08/2015
SE675337;BOB ETIQUETA 123X121 PIN PON;M;1;KG;145;12,3;12100;CM;0;28/08/2015
SE675338;BOB ETIQUETA 123X121 YOGUETA;M;1;KG;145;12,3;12100;CM;0;28/08/2015
SE5188718;BOB QUIM 54.5 9 1/2 X 5 1/2 3P;UN;1,82;GR;54,5;9,5;5,5;IN;0,034;29/08/2015
SE675340;BOB ETIQUETA 108 x 138,5;M;1;KG;130;10,8;13850;CM;0;29/08/2015
SE5188669;BOB QUIM 54,5 9 1/2 X 4 1/4 3P;UN;1,419;GR;54,5;9,5;4,25;IN;0,026;31/08/2015
SE5188716;BOB QUIM 54,5gr 8 1/2 X 3 2/3;UN;1,085;GR;54,5;8,5;3,66;IN;0,02;31/08/2015
SE5173030;BOB TERM 55gr 79 X 60 IMP LITO;KG;1;KG;55;7,9;6000;CM;18,182;1/09/2015
SE5173033;BOB BOND 60gr 76 X 40 IMP LITO;KG;1;KG;60;7,5;4000;CM;13,667;4/09/2015
SE5173034;BOB TERM 55gr 80 X 60 IMP LITO;KG;1;KG;55;8;6000;CM;18,182;4/09/2015
SE675345;BOB ETIQUETA 110 x 108;M;1;KG;130;11;10800;CM;0;4/09/2015
SE675346;BOB ETIQUETA 110 x 108;M;1;KG;130;11;10800;CM;0;4/09/2015
SE2174000;OFFS 75gr 59,2 x 98 cm IMP 4:4;UN;43,365;GR;75;59;98;CM;0,578;7/09/2015
SE2174001;OFFS 75 gr 48,3 X 72,5 IMP 1:1;UN;26,263;GR;75;48,5;72,5;CM;0,35;7/09/2015
SE2174002;OFFS 75gr 59,2 x 98 cm IMP 4:4;UN;43,365;GR;75;59;98;CM;0,578;7/09/2015
SE374000;TROQ OFFS75gr 23,5 x 15 cm;UN;5,859;GR;75;23,5;15;CM;0,078;7/09/2015
SE374001;TROQ OFFS 75 gr 22,5 X 29 cm;UN;10,425;GR;75;22,5;29;CM;0,139;7/09/2015
SE374002;TROQ OFFS75gr 23,5 x 15 cm;UN;5,859;GR;75;23,5;15;CM;0,078;7/09/2015
SE474001;TROQ VENT 75 gr 22,5 X 29 cm;UN;10,425;GR;0;22,5;29;CM;0,139;7/09/2015
SE675351;BOB ETIQUETA 144 x 86;M;1;KG;130;14,4;8600;CM;0;9/09/2015
SE675344;BOB ETIQUETA 55 x 113;M;1;KG;130;5,5;11300;CM;0;10/09/2015
SE675354;BOB ETIQUETA 65 x 98;M;1;KG;130;6,5;9800;CM;0;11/09/2015
SE675355;BOB ETIQUETA 105 x 2,15;M;1;KG;130;10,5;215;CM;0;11/09/2015
SE675360;BOB ETIQUETA 105 x 2,15;M;1;KG;130;10,5;215;CM;0;11/09/2015
SE5173032;BOB TERM 55gr 80x300 IMP LITO;KG;1;KG;55;8;30000;CM;18,182;15/09/2015
SE5173036;BOB TERM 55gr 60x120 IMP LITO;KG;1;KG;55;6;12000;CM;18,182;15/09/2015
SE5173038;BOB TERM 48gr 80 X 60 IMP LITO;KG;1;KG;48;7,9;6000;CM;18,182;15/09/2015
SE6173039;BOB TERM 55gr 80 X 60 IMP LITO;KG;1;KG;55;8;6000;CM;18,182;15/09/2015
SE5188719;BOB FORM 60 GR 9 1/2 X 11 2P;UN;4,045;GR;60;9,5;11;IN;0,067;17/09/2015
SE675377;BOB ETIQUETA 107 x 72,5;M;1;KG;130;10,7;7250;CM;0;17/09/2015
SE675378;BOB ETIQUETA 128 x 163 BOMBONE;M;1;KG;130;12,8;16300;CM;0;17/09/2015
SE5188720;BOB BRIS 150gr 6 1/2 X 4 1/4;UN;3,15;GR;150;6,5;4,25;IN;0,021;18/09/2015
SE5188721;BOB BRIS 150gr 6 1/2 X 4 1/4;UN;3,15;GR;150;6,5;4,25;IN;0,021;19/09/2015
SE5188722;BOB FORM 60 gr 7 7/16 X 3 2/3;UN;1,053;GR;60;7,437;3,66;IN;0,018;19/09/2015
SE6173041;BOB TERM 82 gr 110 X 23,4;KG;1;KG;82;11;2340;CM;12,195;19/09/2015
SE2174006;OFFS 90 GR 98 X 68 CM IMP;UN;63;GR;90;98;68;CM;0,7;21/09/2015
SE374006;TROQ OFFS 90 GR 23,5 X 15 CM;UN;6,93;GR;90;23,5;15;CM;0,077;21/09/2015
SE5188723;BOB BOND 56 gr 7 1/3 X 3 2/3;UN;0,952;GR;56;7,333;3,666;IN;0,017;21/09/2015
SE2174004;EARTH 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;22/09/2015
SE2174005;EARTH 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;22/09/2015
SE374004;TROQ EARTH 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;22/09/2015
SE374005;TROQ EARTH 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;22/09/2015
SE5173042;BOB BOND 60gr 76 X 60 IMP LITO;KG;1;KG;60;7,6;6000;CM;17,857;23/09/2015
SE2174007;EARTH 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;24/09/2015
SE2174008;OFFS 75gr 69,5x97,1cm IMP 4:4;UN;50,613;GR;75;69,5;97,1;CM;0,675;24/09/2015
SE2174009;OFFS 75gr 69,5x97,1cm IMP 4:4;UN;50,613;GR;75;69,5;97,1;CM;0,675;24/09/2015
SE374007;TROQ EARTH 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;24/09/2015
SE374008;TROQ OFFS 75 GR 29 X 22,5;UN;10,966;GR;75;29;22,5;CM;0,147;24/09/2015
SE374009;TROQ OFFS 75 GR 29 X 22,5;UN;10,966;GR;75;29;22,5;CM;0,147;24/09/2015
SE688724;BOB TERM 100 gr 3 1/10 X 3 1/4;UN;0,865;GR;100;3,1;3,25;IN;0,006;25/09/2015
SE2174010;EARTH 70 GR 59,2 X 98 IMP 4:4;UN;40,6;GR;70;59,2;98;CM;0,58;28/09/2015
SE374010;TROQ EARTH 70 GR 23,4 X 15 CM;UN;5,46;GR;70;23,4;15;CM;0,078;28/09/2015
SE675387;BOB ETIQUETA 128X163 BOMBONERA;M;1;KG;145;12,8;16300;CM;0;28/09/2015
SE000234;ECOL 60 gr 105,5 X 76,6 cm;UN;48,487;GR;60;105,5;76,6;CM;0,808;29/09/2015
SE000235;ECOL 60 gr 105,5 X 84,1 cm;UN;53,235;GR;60;105,5;84,1;CM;0,887;29/09/2015
SE000236;ECOL 60 gr 113,5 X 88,6 cm;UN;60,3;GR;60;113,5;88,6;CM;1,005;29/09/2015
SE5173043;BOB TERM 48gr 80 X 60 IMP LITO;KG;1;KG;48;7,9;6000;CM;20,833;30/09/2015
SE673046;BOB TERM 72gr 80 x125 IMP FLEX;KG;1;KG;72;7,9;12500;CM;13,889;1/10/2015
SE2174011;OFFS 75gr 98 X 55.5 IMP 4:4;UN;40,79;GR;75;98;55,5;CM;0,544;6/10/2015
SE374011;TROQ OFFS 75gr 19.5 X 12 CM;UN;3,08;GR;75;19,5;12;CM;0,041;6/10/2015
SE5194717;BOB BOND 75gr 10 x 1 3/7;UN;0,675;GR;75;25,6;3,6;CM;0,009;6/10/2015
SE2174012;OFFS 75gr 98 X 55.5 IMP 4:4;UN;40,79;GR;75;98;55,5;CM;0,544;7/10/2015
SE374012;TROQ OFFS 75gr 19.5 X 12 CM;UN;3,08;GR;75;19,5;12;CM;0,041;7/10/2015
SE5188725;BOB QUIM 54,5 gr 9 1/2 X 5 1/2;UN;1,853;GR;54,5;9,5;5,5;IN;0,034;7/10/2015
SE675398;BOB ETIQUETA 66 x 63;M;1;KG;143;6,6;6300;CM;0;9/10/2015
SE675399;BOB ETIQUETA 66 x 63;M;1;KG;143;6,6;6300;CM;0;9/10/2015
SE5188670;BOB FORM 75 gr 9 X 4 1/4;UN;1,875;GR;75;9;4,25;IN;0,025;13/10/2015
SE5288670;BOB QUIM 54,5 gr 9 X 4 1/4;UN;1,362;GR;54,5;9;4,25;IN;0,025;13/10/2015
SE2183026;OFFS 75 GR 59,2 X 98 IMP;UN;43,512;GR;75;59,2;98;CM;0,58;14/10/2015
SE383026;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;14/10/2015
SE5181528;BOB QUIM 54.5gr 76 X 40 2P IMP;KG;1;KG;54,5;7,5;4000;CM;18,348;15/10/2015
SE675423;BOB ETIQUETA 100 x 124.5;M;1;KG;143;10;12450;CM;0;16/10/2015
SE673051;BOB TERM 55 gr 79 X 80 IMP;KG;1;KG;55;7,9;8000;CM;18,18;19/10/2015
SE5188726;BOB BOND  IMP 8 1/2 X 5 1/2 2P;UN;2,7;GR;90;8,5;5,5;IN;0,03;20/10/2015
SE5288726;BOB M/AGUA IMP 8 1/2X5 1/2 2P;UN;2,7;GR;90;8,5;5,5;IN;0,03;20/10/2015
SE2183027;OFFS 75gr 98 X 55.5 IMP 4:4;UN;40,79;GR;75;98;55,5;CM;0,544;23/10/2015
SE383027;TROQ OFFS 75gr 19.5 X 12 CM;UN;3,08;GR;75;19,5;12;CM;0,041;23/10/2015
SE5188671;BOB FORM 75 GR 7 3/8 X 3 2/3;UN;1,275;GR;75;7,375;3,666;IN;0,017;26/10/2015
SE5188727;"BOB QUIM 9 1/2"" IMP";UN;3,708;GR;54,5;9,5;11;IN;0,067;26/10/2015
SE5188728;BOB QUIM 54,5gr 14 3/8 X 8 1/2;UN;4,305;GR;54,5;14,375;8,5;IN;0,079;28/10/2015
SE5288728;BOB BOND 60gr 14 3/8 X 8 1/2;UN;4,74;GR;60;14,375;8,5;IN;0,079;28/10/2015
SE2183028;NATURA 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;70;59,2;98;CM;0,58;30/10/2015
SE2183029;NATURA 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;70;59,2;98;CM;0,58;30/10/2015
SE2183030;NATURA 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;70;59,2;98;CM;0,58;30/10/2015
SE2183031;NATURA 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;70;59,2;98;CM;0,58;30/10/2015
SE383028;TROQ NATURA 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;30/10/2015
SE383029;TROQ NATURA 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;30/10/2015
SE383030;TROQ NATURA 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;30/10/2015
SE383031;TROQ NATURA 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;30/10/2015
SE5173055;BOB TERM 48gr 80 X 60 IMPRESO;KG;1;KG;48;7,9;6000;CM;20,833;30/10/2015
SE5173056;BOB TERM 48gr 80 X 60 IMPRESO;KG;1;KG;48;7,9;6000;CM;20,833;30/10/2015
SE5188729;BOB QUIM 54,5 gr 5 1/4 X 5 1/2;UN;1,035;GR;54,5;5,25;5,5;IN;0,019;3/11/2015
SE675456;BOB ETIQUETA 128X163 PIN PON;M;1;KG;145;12,8;16300;CM;0;3/11/2015
SE2183032;OFFS 75 GR 59,2 X 98 IMP;UN;43,512;GR;75;59,2;98;CM;0,58;4/11/2015
SE383032;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;4/11/2015
SE5173058;BOB TERM 55gr 79 X 60 IMP LITO;KG;1;KG;55;7,9;6000;CM;18,182;4/11/2015
SE675475;BOB ETIQUETA 122 x 92;M;1;KG;143;12,2;9200;CM;0;4/11/2015
SE5188730;BOB QUIM 54,5gr 14 X 8 1/2 3P;UN;4,184;GR;54,5;14;8,5;IN;0,076;9/11/2015
SE5173062;BOB QUIM 54,5gr 76x40 IMP;KG;1;KG;54,5;7,5;4000;CM;17,857;11/11/2015
SE675485;BOB ETIQUETA 128X163 BOMBONERA;M;1;KG;145;12,8;16300;CM;0;11/11/2015
SE675359;BOB ETIQUETA 128 x 163;M;1;KG;130;12,8;16300;CM;0;12/11/2015
SE675493;BOB ETIQUETA 70 X 133;M;1;KG;130;7;13300;CM;0;12/11/2015
SE675494;BOB ETIQUETA 70 X 133;M;1;KG;130;7;13300;CM;0;12/11/2015
SE675495;BOB ETIQUETA 105 X 203;M;1;KG;130;10,5;20300;CM;0;12/11/2015
SE675496;BOB ETIQUETA 105 X 203;M;1;KG;130;10,5;20300;CM;0;12/11/2015
SE2183034;OFFS 75 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;75;59,2;98;CM;0,58;13/11/2015
SE2183035;NATURA 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;70;59,2;98;CM;0,58;13/11/2015
SE383034;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;13/11/2015
SE383035;TROQ NATURA 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;13/11/2015
SE5173063;BOB TERM 55gr 79 X 60 IMP LITO;KG;1;KG;55;7,9;6000;CM;18,182;13/11/2015
SE2183036;NATURA 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;70;59,2;98;CM;0,58;17/11/2015
SE383036;TROQ NATURA 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;17/11/2015
SE5188731;BOB QUIM 9 1/2  X 5 1/2  3P;UN;1,744;GR;54,5;9,5;5,5;IN;0,032;17/11/2015
SE2183037;OFFS 75gr 59,2 x 98 cm IMP 4:4;UN;43,365;GR;75;59;98;CM;0,578;20/11/2015
SE2183038;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;20/11/2015
SE2183039;OFFS 75 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;20/11/2015
SE383037;TROQ OFFS75gr 23,5 x 15 cm;UN;5,859;GR;75;23,5;15;CM;0,078;20/11/2015
SE383038;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,077;20/11/2015
SE383039;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,077;20/11/2015
SE2183040;OFFS 75gr 69,5 x97,1cm IMP 1:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;23/11/2015
SE383040;TROQ OFFS 75 GR 22,5 X 29;UN;10,425;GR;75;22,5;29;CM;0,039;23/11/2015
SE2183041;NATURA 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;70;59,2;98;CM;0,58;24/11/2015
SE2183042;NATURA 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;70;59,2;98;CM;0,58;24/11/2015
SE2183043;NATURA 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;70;59,2;98;CM;0,58;24/11/2015
SE383041;TROQ NATURA 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;24/11/2015
SE383042;TROQ NATURA 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;24/11/2015
SE383043;TROQ NATURA 70 GR 23,4 X 15 CM;UN;5,859;GR;70;23,4;15;CM;0,078;24/11/2015
SE5173071;BOB TERM 48gr 80 X 60 IMPRESO;KG;1;KG;48;7,9;6000;CM;20,833;25/11/2015
SE5173072;BOB QUIM 54.5gr 76 X 40 2P IMP;KG;1;KG;54,5;7,5;4000;CM;17,699;25/11/2015
SE5188732;BOB QUIM 54,5gr 8 X 5 1/2 2P;UN;1,547;GR;54,5;8;5,5;IN;0,028;25/11/2015
SE5188733;BOB QUIM 54,5 gr 8 1/2 X 8 1/2;UN;2,54;GR;54,5;8,5;8,5;IN;0,047;25/11/2015
SE5188734;BOB QUIM 54,5 gr 9 1/2 X 5 1/2;UN;1,853;GR;54,5;9,5;5,5;IN;0,034;26/11/2015
SE2183045;OFFS 75 GR 59,2 X 98 IMP;UN;43,512;GR;75;59,2;98;CM;0,58;27/11/2015
SE383045;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;27/11/2015
SE5173073;BOB TERM 55gr 79 X 60 IMP LITO;KG;1;KG;55;7,9;6000;CM;18,182;27/11/2015
SE5188735;BOB QUIM 54,5 GR 9 1/2 X 7 1/3;UN;2,452;GR;54,5;9,5;7,33;IN;0,045;30/11/2015
SE5173074;BOB TERM 48gr 80 X 60 IMPRESO;KG;1;KG;48;7,9;6000;CM;20,833;3/12/2015
SE5188736;BOB BOND 60gr 9 1/2 X 7 1/3;UN;2,7;GR;60;9,5;7,33;IN;0,045;3/12/2015
SE5173076;BOB TERM 55gr 79 X 60 IMP LITO;KG;1;KG;55;7,9;6000;CM;18,182;9/12/2015
SE5188737;BOB FORM 60 gr 9 1/2 X 11 2P;UN;4,04;GR;60;9,5;11;IN;0,067;9/12/2015
SE675533;BOB ETIQUETA 35 x 126;M;1;KG;145;3,5;12600;CM;0;11/12/2015
SE2183047;OFFS 75gr 59,2 x 98 cm IMP 4:4;UN;43,365;GR;75;59;98;CM;0,578;12/12/2015
SE383047;TROQ OFFS75gr 23,5 x 15 cm;UN;5,859;GR;75;23,5;15;CM;0,078;12/12/2015
SE2183048;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,611;GR;70;59,2;98;CM;0,58;14/12/2015
SE383048;TROQ OFFS 70 GR 23,5 X 15 CM;UN;5,46;GR;70;23,5;15;CM;0,078;14/12/2015
SE2183049;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,611;GR;70;59,2;98;CM;0,58;15/12/2015
SE2183050;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,611;GR;70;59,2;98;CM;0,58;15/12/2015
SE2183051;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;43,512;GR;70;59,2;98;CM;0,58;15/12/2015
SE2183052;OFFS 70 GR 59,2 X 98 IMP 4:0;UN;43,512;GR;70;59,2;98;CM;0,58;15/12/2015
SE383049;TROQ OFFS 70 GR 23,5 X 15 CM;UN;5,46;GR;70;23,5;15;CM;0,078;15/12/2015
SE383050;TROQ OFFS 70 GR 23,5 X 15 CM;UN;5,46;GR;70;23,5;15;CM;0,078;15/12/2015
SE383051;TROQ OFFS 70 GR 23,5 X 15 CM;UN;5,859;GR;70;23,5;15;CM;0,077;15/12/2015
SE383052;TROQ OFFS 70 GR 23,5 X 15 CM;UN;5,859;GR;70;23,5;15;CM;0,077;15/12/2015
SE2174013;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,611;GR;70;59,2;98;CM;0,58;16/12/2015
SE2174014;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,611;GR;70;59,2;98;CM;0,58;16/12/2015
SE2174015;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,611;GR;70;59,2;98;CM;0,58;16/12/2015
SE2174016;OFFS 70 GR 59,2 X 98 IMP 4:4;UN;40,611;GR;70;59,2;98;CM;0,58;16/12/2015
